Numer X Y H 
@8187 5593356.669 6576071.239 0.011 
@8188 5593356.719 6576071.239 0.012 
@8189 5593356.769 6576071.239 0.012 
@819 5593346.969 6576072.489 -0.002 
@8190 5593356.819 6576071.239 0.012 
@8191 5593356.869 6576071.239 0.012 
@8192 5593356.919 6576071.239 0.012 
@8193 5593356.969 6576071.239 0.012 
@8194 5593357.019 6576071.239 0.011 
@8195 5593357.069 6576071.239 0.011 
@8196 5593346.669 6576071.339 -0.001 
@8197 5593346.719 6576071.339 -0.001 
@8198 5593346.769 6576071.339 -0.001 
@8199 5593346.819 6576071.339 -0.001 
@820 5593346.969 6576072.539 -0.002 
@8200 5593346.869 6576071.339 -0.002 
@8201 5593346.919 6576071.339 -0.001 
@8202 5593346.969 6576071.339 -0.001 
@8203 5593347.019 6576071.339 -0.002 
@8204 5593347.069 6576071.339 -0.003 
@8205 5593347.119 6576071.339 -0.002 
@8206 5593347.169 6576071.339 -0.001 
@8207 5593347.219 6576071.339 -0.002 
@8208 5593347.269 6576071.339 -0.004 
@8209 5593347.319 6576071.339 -0.003 
@821 5593346.969 6576072.589 -0.002 
@8210 5593347.369 6576071.339 -0.002 
@8211 5593347.419 6576071.339 -0.002 
@8212 5593347.469 6576071.339 -0.003 
@8213 5593347.519 6576071.339 -0.003 
@8214 5593347.569 6576071.339 -0.003 
@8215 5593347.619 6576071.339 -0.003 
@8216 5593347.669 6576071.339 -0.003 
@8217 5593347.719 6576071.339 -0.004 
@8218 5593347.769 6576071.339 -0.005 
@8219 5593347.819 6576071.339 -0.004 
@822 5593346.969 6576072.639 -0.002 
@8220 5593347.869 6576071.339 -0.003 
@8221 5593347.919 6576071.339 -0.003 
@8222 5593347.969 6576071.339 -0.003 
@8223 5593348.019 6576071.339 -0.003 
@8224 5593348.069 6576071.339 -0.004 
@8225 5593348.119 6576071.339 -0.004 
@8226 5593348.169 6576071.339 -0.004 
@8227 5593348.219 6576071.339 -0.004 
@8228 5593348.269 6576071.339 -0.004 
@8229 5593348.319 6576071.339 -0.004 
@823 5593346.969 6576072.689 -0.001 
@8230 5593348.369 6576071.339 -0.004 
@8231 5593348.419 6576071.339 -0.005 
@8232 5593348.469 6576071.339 -0.005 
@8233 5593348.519 6576071.339 -0.005 
@8234 5593348.569 6576071.339 -0.005 
@8235 5593348.619 6576071.339 -0.005 
@8236 5593348.669 6576071.339 -0.004 
@8237 5593348.719 6576071.339 -0.004 
@8238 5593348.769 6576071.339 -0.004 
@8239 5593348.819 6576071.339 -0.005 
@824 5593346.969 6576072.739 0.000 
@8240 5593348.869 6576071.339 -0.005 
@8241 5593348.919 6576071.339 -0.004 
@8242 5593348.969 6576071.339 -0.003 
@8243 5593349.019 6576071.339 -0.004 
@8244 5593349.069 6576071.339 -0.004 
@8245 5593349.119 6576071.339 -0.005 
@8246 5593349.169 6576071.339 -0.005 
@8247 5593349.219 6576071.339 -0.005 
@8248 5593349.269 6576071.339 -0.005 
@8249 5593349.319 6576071.339 -0.005 
@825 5593346.969 6576072.789 -0.001 
@8250 5593349.369 6576071.339 -0.005 
@8251 5593349.419 6576071.339 -0.005 
@8252 5593349.469 6576071.339 -0.005 
@8253 5593349.519 6576071.339 -0.005 
@8254 5593349.569 6576071.339 -0.006 
@8255 5593349.619 6576071.339 -0.006 
@8256 5593349.669 6576071.339 -0.006 
@8257 5593349.719 6576071.339 -0.006 
@8258 5593349.769 6576071.339 -0.006 
@8259 5593349.819 6576071.339 -0.005 
@826 5593346.969 6576072.839 -0.001 
@8260 5593349.869 6576071.339 -0.004 
@8261 5593349.919 6576071.339 -0.005 
@8262 5593349.969 6576071.339 -0.006 
@8263 5593350.019 6576071.339 -0.006 
@8264 5593350.069 6576071.339 -0.006 
@8265 5593350.119 6576071.339 -0.006 
@8266 5593350.169 6576071.339 -0.006 
@8267 5593350.219 6576071.339 -0.006 
@8268 5593350.269 6576071.339 -0.006 
@8269 5593350.319 6576071.339 -0.005 
@827 5593346.969 6576072.889 0.000 
@8270 5593350.369 6576071.339 -0.004 
@8271 5593350.419 6576071.339 -0.003 
@8272 5593350.469 6576071.339 -0.003 
@8273 5593350.519 6576071.339 -0.002 
@8274 5593350.569 6576071.339 -0.002 
@8275 5593350.619 6576071.339 -0.002 
@8276 5593350.669 6576071.339 -0.002 
@8277 5593350.719 6576071.339 -0.002 
@8278 5593350.769 6576071.339 -0.002 
@8279 5593350.819 6576071.339 -0.002 
@828 5593346.969 6576072.939 0.001 
@8280 5593350.869 6576071.339 -0.002 
@8281 5593350.919 6576071.339 -0.002 
@8282 5593350.969 6576071.339 -0.002 
@8283 5593351.019 6576071.339 -0.002 
@8284 5593351.069 6576071.339 -0.002 
@8285 5593351.119 6576071.339 -0.001 
@8286 5593351.169 6576071.339 -0.001 
@8287 5593351.219 6576071.339 -0.001 
@8288 5593351.269 6576071.339 -0.001 
@8289 5593351.319 6576071.339 0.000 
@829 5593346.969 6576072.989 0.001 
@8290 5593351.369 6576071.339 0.000 
@8291 5593351.419 6576071.339 0.000 
@8292 5593351.469 6576071.339 0.000 
@8293 5593351.519 6576071.339 0.000 
@8294 5593351.569 6576071.339 0.000 
@8295 5593351.619 6576071.339 0.000 
@8296 5593351.669 6576071.339 0.000 
@8297 5593351.719 6576071.339 0.001 
@8298 5593351.769 6576071.339 0.001 
@8299 5593351.819 6576071.339 0.001 
@830 5593346.969 6576073.039 0.001 
@8300 5593351.869 6576071.339 0.001 
@8301 5593351.919 6576071.339 0.001 
@8302 5593351.969 6576071.339 0.002 
@8303 5593352.019 6576071.339 0.002 
@8304 5593352.069 6576071.339 0.002 
@8305 5593352.119 6576071.339 0.002 
@8306 5593352.169 6576071.339 0.002 
@8307 5593352.219 6576071.339 0.003 
@8308 5593352.269 6576071.339 0.003 
@8309 5593352.319 6576071.339 0.003 
@831 5593346.969 6576073.089 0.001 
@8310 5593352.369 6576071.339 0.003 
@8311 5593352.419 6576071.339 0.003 
@8312 5593352.469 6576071.339 0.003 
@8313 5593352.519 6576071.339 0.004 
@8314 5593352.569 6576071.339 0.004 
@8315 5593352.619 6576071.339 0.004 
@8316 5593352.669 6576071.339 0.003 
@8317 5593352.719 6576071.339 0.002 
@8318 5593352.769 6576071.339 0.001 
@8319 5593352.819 6576071.339 0.002 
@832 5593346.969 6576073.139 0.001 
@8320 5593352.869 6576071.339 0.002 
@8321 5593352.919 6576071.339 0.002 
@8322 5593352.969 6576071.339 0.002 
@8323 5593353.019 6576071.339 0.001 
@8324 5593353.069 6576071.339 0.000 
@8325 5593353.119 6576071.339 0.001 
@8326 5593353.169 6576071.339 0.001 
@8327 5593353.219 6576071.339 0.000 
@8328 5593353.269 6576071.339 -0.001 
@8329 5593353.319 6576071.339 -0.001 
@833 5593346.969 6576073.189 0.002 
@8330 5593353.369 6576071.339 -0.001 
@8331 5593353.419 6576071.339 -0.001 
@8332 5593353.469 6576071.339 0.000 
@8333 5593353.519 6576071.339 -0.001 
@8334 5593353.569 6576071.339 -0.001 
@8335 5593353.619 6576071.339 -0.001 
@8336 5593353.669 6576071.339 0.000 
@8337 5593353.719 6576071.339 0.000 
@8338 5593353.769 6576071.339 0.000 
@8339 5593353.819 6576071.339 0.000 
@834 5593346.969 6576073.239 0.003 
@8340 5593353.869 6576071.339 0.000 
@8341 5593353.919 6576071.339 0.000 
@8342 5593353.969 6576071.339 0.001 
@8343 5593354.019 6576071.339 0.001 
@8344 5593354.069 6576071.339 0.002 
@8345 5593354.119 6576071.339 0.002 
@8346 5593354.169 6576071.339 0.002 
@8347 5593354.219 6576071.339 0.003 
@8348 5593354.269 6576071.339 0.003 
@8349 5593354.319 6576071.339 0.003 
@835 5593346.969 6576073.289 0.002 
@8350 5593354.369 6576071.339 0.003 
@8351 5593354.419 6576071.339 0.004 
@8352 5593354.469 6576071.339 0.004 
@8353 5593354.519 6576071.339 0.004 
@8354 5593354.569 6576071.339 0.005 
@8355 5593354.619 6576071.339 0.005 
@8356 5593354.669 6576071.339 0.005 
@8357 5593354.719 6576071.339 0.005 
@8358 5593354.769 6576071.339 0.005 
@8359 5593354.819 6576071.339 0.005 
@836 5593346.969 6576073.339 0.002 
@8360 5593354.869 6576071.339 0.006 
@8361 5593354.919 6576071.339 0.006 
@8362 5593354.969 6576071.339 0.007 
@8363 5593355.019 6576071.339 0.006 
@8364 5593355.069 6576071.339 0.005 
@8365 5593355.119 6576071.339 0.006 
@8366 5593355.169 6576071.339 0.008 
@8367 5593355.219 6576071.339 0.008 
@8368 5593355.269 6576071.339 0.007 
@8369 5593355.319 6576071.339 0.008 
@837 5593346.969 6576073.389 0.002 
@8370 5593355.369 6576071.339 0.008 
@8371 5593355.419 6576071.339 0.008 
@8372 5593355.469 6576071.339 0.008 
@8373 5593355.519 6576071.339 0.008 
@8374 5593355.569 6576071.339 0.007 
@8375 5593355.619 6576071.339 0.008 
@8376 5593355.669 6576071.339 0.009 
@8377 5593355.719 6576071.339 0.009 
@8378 5593355.769 6576071.339 0.009 
@8379 5593355.819 6576071.339 0.010 
@838 5593346.969 6576073.439 0.003 
@8380 5593355.869 6576071.339 0.010 
@8381 5593355.919 6576071.339 0.009 
@8382 5593355.969 6576071.339 0.009 
@8383 5593356.019 6576071.339 0.010 
@8384 5593356.069 6576071.339 0.010 
@8385 5593356.119 6576071.339 0.010 
@8386 5593356.169 6576071.339 0.010 
@8387 5593356.219 6576071.339 0.010 
@8388 5593356.269 6576071.339 0.010 
@8389 5593356.319 6576071.339 0.010 
@839 5593346.969 6576073.489 0.003 
@8390 5593356.369 6576071.339 0.010 
@8391 5593356.419 6576071.339 0.010 
@8392 5593356.469 6576071.339 0.010 
@8393 5593356.519 6576071.339 0.010 
@8394 5593356.569 6576071.339 0.010 
@8395 5593356.619 6576071.339 0.010 
@8396 5593356.669 6576071.339 0.010 
@8397 5593356.719 6576071.339 0.011 
@8398 5593356.769 6576071.339 0.011 
@8399 5593356.819 6576071.339 0.011 
@840 5593346.969 6576073.539 0.003 
@8400 5593356.869 6576071.339 0.012 
@8401 5593356.919 6576071.339 0.011 
@8402 5593356.969 6576071.339 0.010 
@8403 5593357.019 6576071.339 0.011 
@8404 5593357.069 6576071.339 0.012 
@8405 5593346.769 6576071.439 -0.003 
@8406 5593346.819 6576071.439 -0.001 
@8407 5593346.869 6576071.439 0.000 
@8408 5593346.919 6576071.439 -0.001 
@8409 5593346.969 6576071.439 -0.002 
@841 5593346.969 6576073.589 0.003 
@8410 5593347.019 6576071.439 -0.003 
@8411 5593347.069 6576071.439 -0.004 
@8412 5593347.119 6576071.439 -0.003 
@8413 5593347.169 6576071.439 -0.003 
@8414 5593347.219 6576071.439 -0.003 
@8415 5593347.269 6576071.439 -0.003 
@8416 5593347.319 6576071.439 -0.003 
@8417 5593347.369 6576071.439 -0.003 
@8418 5593347.419 6576071.439 -0.004 
@8419 5593347.469 6576071.439 -0.004 
@842 5593346.969 6576073.639 0.003 
@8420 5593347.519 6576071.439 -0.004 
@8421 5593347.569 6576071.439 -0.004 
@8422 5593347.619 6576071.439 -0.003 
@8423 5593347.669 6576071.439 -0.003 
@8424 5593347.719 6576071.439 -0.003 
@8425 5593347.769 6576071.439 -0.003 
@8426 5593347.819 6576071.439 -0.004 
@8427 5593347.869 6576071.439 -0.004 
@8428 5593347.919 6576071.439 -0.004 
@8429 5593347.969 6576071.439 -0.004 
@843 5593347.069 6576070.539 -0.002 
@8430 5593348.019 6576071.439 -0.004 
@8431 5593348.069 6576071.439 -0.003 
@8432 5593348.119 6576071.439 -0.004 
@8433 5593348.169 6576071.439 -0.004 
@8434 5593348.219 6576071.439 -0.003 
@8435 5593348.269 6576071.439 -0.003 
@8436 5593348.319 6576071.439 -0.003 
@8437 5593348.369 6576071.439 -0.004 
@8438 5593348.419 6576071.439 -0.004 
@8439 5593348.469 6576071.439 -0.004 
@844 5593347.069 6576070.589 -0.003 
@8440 5593348.519 6576071.439 -0.004 
@8441 5593348.569 6576071.439 -0.004 
@8442 5593348.619 6576071.439 -0.005 
@8443 5593348.669 6576071.439 -0.006 
@8444 5593348.719 6576071.439 -0.005 
@8445 5593348.769 6576071.439 -0.005 
@8446 5593348.819 6576071.439 -0.005 
@8447 5593348.869 6576071.439 -0.005 
@8448 5593348.919 6576071.439 -0.004 
@8449 5593348.969 6576071.439 -0.004 
@845 5593347.069 6576070.639 -0.003 
@8450 5593349.019 6576071.439 -0.004 
@8451 5593349.069 6576071.439 -0.004 
@8452 5593349.119 6576071.439 -0.005 
@8453 5593349.169 6576071.439 -0.005 
@8454 5593349.219 6576071.439 -0.005 
@8455 5593349.269 6576071.439 -0.005 
@8456 5593349.319 6576071.439 -0.005 
@8457 5593349.369 6576071.439 -0.005 
@8458 5593349.419 6576071.439 -0.005 
@8459 5593349.469 6576071.439 -0.005 
@846 5593347.069 6576070.689 -0.003 
@8460 5593349.519 6576071.439 -0.005 
@8461 5593349.569 6576071.439 -0.005 
@8462 5593349.619 6576071.439 -0.005 
@8463 5593349.669 6576071.439 -0.004 
@8464 5593349.719 6576071.439 -0.005 
@8465 5593349.769 6576071.439 -0.005 
@8466 5593349.819 6576071.439 -0.006 
@8467 5593349.869 6576071.439 -0.006 
@8468 5593349.919 6576071.439 -0.005 
@8469 5593349.969 6576071.439 -0.005 
@847 5593347.069 6576070.739 -0.002 
@8470 5593350.019 6576071.439 -0.005 
@8471 5593350.069 6576071.439 -0.005 
@8472 5593350.119 6576071.439 -0.005 
@8473 5593350.169 6576071.439 -0.005 
@8474 5593350.219 6576071.439 -0.004 
@8475 5593350.269 6576071.439 -0.002 
@8476 5593350.319 6576071.439 -0.004 
@8477 5593350.369 6576071.439 -0.005 
@8478 5593350.419 6576071.439 -0.004 
@8479 5593350.469 6576071.439 -0.004 
@848 5593347.069 6576070.789 -0.003 
@8480 5593350.519 6576071.439 -0.003 
@8481 5593350.569 6576071.439 -0.003 
@8482 5593350.619 6576071.439 -0.002 
@8483 5593350.669 6576071.439 -0.002 
@8484 5593350.719 6576071.439 -0.002 
@8485 5593350.769 6576071.439 -0.003 
@8486 5593350.819 6576071.439 -0.002 
@8487 5593350.869 6576071.439 -0.002 
@8488 5593350.919 6576071.439 -0.003 
@8489 5593350.969 6576071.439 -0.003 
@849 5593347.069 6576070.839 -0.003 
@8490 5593351.019 6576071.439 -0.002 
@8491 5593351.069 6576071.439 -0.001 
@8492 5593351.119 6576071.439 -0.001 
@8493 5593351.169 6576071.439 -0.001 
@8494 5593351.219 6576071.439 -0.001 
@8495 5593351.269 6576071.439 -0.001 
@8496 5593351.319 6576071.439 0.000 
@8497 5593351.369 6576071.439 0.000 
@8498 5593351.419 6576071.439 0.000 
@8499 5593351.469 6576071.439 0.000 
@850 5593347.069 6576070.889 -0.004 
@8500 5593351.519 6576071.439 0.000 
@8501 5593351.569 6576071.439 0.001 
@8502 5593351.619 6576071.439 0.001 
@8503 5593351.669 6576071.439 0.001 
@8504 5593351.719 6576071.439 0.001 
@8505 5593351.769 6576071.439 0.001 
@8506 5593351.819 6576071.439 0.001 
@8507 5593351.869 6576071.439 0.002 
@8508 5593351.919 6576071.439 0.003 
@8509 5593351.969 6576071.439 0.003 
@851 5593347.069 6576070.939 -0.004 
@8510 5593352.019 6576071.439 0.003 
@8511 5593352.069 6576071.439 0.002 
@8512 5593352.119 6576071.439 0.003 
@8513 5593352.169 6576071.439 0.003 
@8514 5593352.219 6576071.439 0.003 
@8515 5593352.269 6576071.439 0.004 
@8516 5593352.319 6576071.439 0.003 
@8517 5593352.369 6576071.439 0.003 
@8518 5593352.419 6576071.439 0.003 
@8519 5593352.469 6576071.439 0.003 
@852 5593347.069 6576070.989 -0.004 
@8520 5593352.519 6576071.439 0.004 
@8521 5593352.569 6576071.439 0.004 
@8522 5593352.619 6576071.439 0.004 
@8523 5593352.669 6576071.439 0.003 
@8524 5593352.719 6576071.439 0.003 
@8525 5593352.769 6576071.439 0.003 
@8526 5593352.819 6576071.439 0.002 
@8527 5593352.869 6576071.439 0.002 
@8528 5593352.919 6576071.439 0.002 
@8529 5593352.969 6576071.439 0.001 
@853 5593347.069 6576071.039 -0.003 
@8530 5593353.019 6576071.439 0.001 
@8531 5593353.069 6576071.439 0.000 
@8532 5593353.119 6576071.439 0.000 
@8533 5593353.169 6576071.439 -0.001 
@8534 5593353.219 6576071.439 -0.002 
@8535 5593353.269 6576071.439 -0.003 
@8536 5593353.319 6576071.439 -0.002 
@8537 5593353.369 6576071.439 0.000 
@8538 5593353.419 6576071.439 0.000 
@8539 5593353.469 6576071.439 0.000 
@854 5593347.069 6576071.089 -0.003 
@8540 5593353.519 6576071.439 0.000 
@8541 5593353.569 6576071.439 0.000 
@8542 5593353.619 6576071.439 0.000 
@8543 5593353.669 6576071.439 0.000 
@8544 5593353.719 6576071.439 0.000 
@8545 5593353.769 6576071.439 -0.001 
@8546 5593353.819 6576071.439 -0.001 
@8547 5593353.869 6576071.439 -0.001 
@8548 5593353.919 6576071.439 0.000 
@8549 5593353.969 6576071.439 0.002 
@855 5593347.069 6576071.139 -0.003 
@8550 5593354.019 6576071.439 0.002 
@8551 5593354.069 6576071.439 0.002 
@8552 5593354.119 6576071.439 0.003 
@8553 5593354.169 6576071.439 0.003 
@8554 5593354.219 6576071.439 0.003 
@8555 5593354.269 6576071.439 0.003 
@8556 5593354.319 6576071.439 0.003 
@8557 5593354.369 6576071.439 0.004 
@8558 5593354.419 6576071.439 0.004 
@8559 5593354.469 6576071.439 0.004 
@856 5593347.069 6576071.189 -0.003 
@8560 5593354.519 6576071.439 0.004 
@8561 5593354.569 6576071.439 0.004 
@8562 5593354.619 6576071.439 0.005 
@8563 5593354.669 6576071.439 0.006 
@8564 5593354.719 6576071.439 0.005 
@8565 5593354.769 6576071.439 0.005 
@8566 5593354.819 6576071.439 0.005 
@8567 5593354.869 6576071.439 0.005 
@8568 5593354.919 6576071.439 0.006 
@8569 5593354.969 6576071.439 0.006 
@857 5593347.069 6576071.239 -0.002 
@8570 5593355.019 6576071.439 0.006 
@8571 5593355.069 6576071.439 0.006 
@8572 5593355.119 6576071.439 0.007 
@8573 5593355.169 6576071.439 0.007 
@8574 5593355.219 6576071.439 0.007 
@8575 5593355.269 6576071.439 0.008 
@8576 5593355.319 6576071.439 0.008 
@8577 5593355.369 6576071.439 0.009 
@8578 5593355.419 6576071.439 0.009 
@8579 5593355.469 6576071.439 0.008 
@858 5593347.069 6576071.289 -0.003 
@8580 5593355.519 6576071.439 0.009 
@8581 5593355.569 6576071.439 0.009 
@8582 5593355.619 6576071.439 0.009 
@8583 5593355.669 6576071.439 0.010 
@8584 5593355.719 6576071.439 0.009 
@8585 5593355.769 6576071.439 0.008 
@8586 5593355.819 6576071.439 0.008 
@8587 5593355.869 6576071.439 0.009 
@8588 5593355.919 6576071.439 0.009 
@8589 5593355.969 6576071.439 0.010 
@859 5593347.069 6576071.339 -0.003 
@8590 5593356.019 6576071.439 0.009 
@8591 5593356.069 6576071.439 0.009 
@8592 5593356.119 6576071.439 0.009 
@8593 5593356.169 6576071.439 0.009 
@8594 5593356.219 6576071.439 0.009 
@8595 5593356.269 6576071.439 0.009 
@8596 5593356.319 6576071.439 0.009 
@8597 5593356.369 6576071.439 0.010 
@8598 5593356.419 6576071.439 0.010 
@8599 5593356.469 6576071.439 0.010 
@860 5593347.069 6576071.389 -0.003 
@8600 5593356.519 6576071.439 0.010 
@8601 5593356.569 6576071.439 0.010 
@8602 5593356.619 6576071.439 0.010 
@8603 5593356.669 6576071.439 0.009 
@8604 5593356.719 6576071.439 0.011 
@8605 5593356.769 6576071.439 0.012 
@8606 5593356.819 6576071.439 0.011 
@8607 5593356.869 6576071.439 0.011 
@8608 5593356.919 6576071.439 0.011 
@8609 5593356.969 6576071.439 0.012 
@861 5593347.069 6576071.439 -0.004 
@8610 5593357.019 6576071.439 0.011 
@8611 5593357.069 6576071.439 0.010 
@8612 5593346.669 6576071.539 -0.002 
@8613 5593346.719 6576071.539 -0.002 
@8614 5593346.769 6576071.539 -0.002 
@8615 5593346.819 6576071.539 -0.002 
@8616 5593346.869 6576071.539 -0.002 
@8617 5593346.919 6576071.539 -0.002 
@8618 5593346.969 6576071.539 -0.002 
@8619 5593347.019 6576071.539 -0.003 
@862 5593347.069 6576071.489 -0.003 
@8620 5593347.069 6576071.539 -0.003 
@8621 5593347.119 6576071.539 -0.003 
@8622 5593347.169 6576071.539 -0.003 
@8623 5593347.219 6576071.539 -0.003 
@8624 5593347.269 6576071.539 -0.003 
@8625 5593347.319 6576071.539 -0.004 
@8626 5593347.369 6576071.539 -0.004 
@8627 5593347.419 6576071.539 -0.004 
@8628 5593347.469 6576071.539 -0.004 
@8629 5593347.519 6576071.539 -0.003 
@863 5593347.069 6576071.539 -0.003 
@8630 5593347.569 6576071.539 -0.003 
@8631 5593347.619 6576071.539 -0.004 
@8632 5593347.669 6576071.539 -0.005 
@8633 5593347.719 6576071.539 -0.004 
@8634 5593347.769 6576071.539 -0.004 
@8635 5593347.819 6576071.539 -0.004 
@8636 5593347.869 6576071.539 -0.004 
@8637 5593347.919 6576071.539 -0.004 
@8638 5593347.969 6576071.539 -0.003 
@8639 5593348.019 6576071.539 -0.003 
@864 5593347.069 6576071.589 -0.003 
@8640 5593348.069 6576071.539 -0.003 
@8641 5593348.119 6576071.539 -0.003 
@8642 5593348.169 6576071.539 -0.004 
@8643 5593348.219 6576071.539 -0.004 
@8644 5593348.269 6576071.539 -0.004 
@8645 5593348.319 6576071.539 -0.004 
@8646 5593348.369 6576071.539 -0.004 
@8647 5593348.419 6576071.539 -0.004 
@8648 5593348.469 6576071.539 -0.004 
@8649 5593348.519 6576071.539 -0.004 
@865 5593347.069 6576071.639 -0.003 
@8650 5593348.569 6576071.539 -0.004 
@8651 5593348.619 6576071.539 -0.004 
@8652 5593348.669 6576071.539 -0.004 
@8653 5593348.719 6576071.539 -0.004 
@8654 5593348.769 6576071.539 -0.004 
@8655 5593348.819 6576071.539 -0.004 
@8656 5593348.869 6576071.539 -0.004 
@8657 5593348.919 6576071.539 -0.004 
@8658 5593348.969 6576071.539 -0.004 
@8659 5593349.019 6576071.539 -0.004 
@866 5593347.069 6576071.689 -0.003 
@8660 5593349.069 6576071.539 -0.004 
@8661 5593349.119 6576071.539 -0.004 
@8662 5593349.169 6576071.539 -0.005 
@8663 5593349.219 6576071.539 -0.004 
@8664 5593349.269 6576071.539 -0.004 
@8665 5593349.319 6576071.539 -0.005 
@8666 5593349.369 6576071.539 -0.005 
@8667 5593349.419 6576071.539 -0.005 
@8668 5593349.469 6576071.539 -0.005 
@8669 5593349.519 6576071.539 -0.005 
@867 5593347.069 6576071.739 -0.003 
@8670 5593349.569 6576071.539 -0.004 
@8671 5593349.619 6576071.539 -0.005 
@8672 5593349.669 6576071.539 -0.005 
@8673 5593349.719 6576071.539 -0.005 
@8674 5593349.769 6576071.539 -0.005 
@8675 5593349.819 6576071.539 -0.006 
@8676 5593349.869 6576071.539 -0.006 
@8677 5593349.919 6576071.539 -0.005 
@8678 5593349.969 6576071.539 -0.005 
@8679 5593350.019 6576071.539 -0.005 
@868 5593347.069 6576071.789 -0.003 
@8680 5593350.069 6576071.539 -0.005 
@8681 5593350.119 6576071.539 -0.006 
@8682 5593350.169 6576071.539 -0.006 
@8683 5593350.219 6576071.539 -0.005 
@8684 5593350.269 6576071.539 -0.005 
@8685 5593350.319 6576071.539 -0.004 
@8686 5593350.369 6576071.539 -0.004 
@8687 5593350.419 6576071.539 -0.005 
@8688 5593350.469 6576071.539 -0.006 
@8689 5593350.519 6576071.539 -0.004 
@869 5593347.069 6576071.839 -0.003 
@8690 5593350.569 6576071.539 -0.002 
@8691 5593350.619 6576071.539 -0.003 
@8692 5593350.669 6576071.539 -0.003 
@8693 5593350.719 6576071.539 -0.002 
@8694 5593350.769 6576071.539 -0.002 
@8695 5593350.819 6576071.539 -0.002 
@8696 5593350.869 6576071.539 -0.002 
@8697 5593350.919 6576071.539 -0.002 
@8698 5593350.969 6576071.539 -0.002 
@8699 5593351.019 6576071.539 -0.002 
@870 5593347.069 6576071.889 -0.004 
@8700 5593351.069 6576071.539 -0.002 
@8701 5593351.119 6576071.539 -0.002 
@8702 5593351.169 6576071.539 -0.001 
@8703 5593351.219 6576071.539 -0.001 
@8704 5593351.269 6576071.539 0.000 
@8705 5593351.319 6576071.539 0.000 
@8706 5593351.369 6576071.539 0.000 
@8707 5593351.419 6576071.539 0.000 
@8708 5593351.469 6576071.539 0.001 
@8709 5593351.519 6576071.539 0.000 
@871 5593347.069 6576071.939 -0.004 
@8710 5593351.569 6576071.539 -0.001 
@8711 5593351.619 6576071.539 0.000 
@8712 5593351.669 6576071.539 0.000 
@8713 5593351.719 6576071.539 0.001 
@8714 5593351.769 6576071.539 0.002 
@8715 5593351.819 6576071.539 0.002 
@8716 5593351.869 6576071.539 0.001 
@8717 5593351.919 6576071.539 0.002 
@8718 5593351.969 6576071.539 0.003 
@8719 5593352.019 6576071.539 0.003 
@872 5593347.069 6576071.989 -0.004 
@8720 5593352.069 6576071.539 0.004 
@8721 5593352.119 6576071.539 0.003 
@8722 5593352.169 6576071.539 0.003 
@8723 5593352.219 6576071.539 0.003 
@8724 5593352.269 6576071.539 0.002 
@8725 5593352.319 6576071.539 0.003 
@8726 5593352.369 6576071.539 0.004 
@8727 5593352.419 6576071.539 0.003 
@8728 5593352.469 6576071.539 0.002 
@8729 5593352.519 6576071.539 0.003 
@873 5593347.069 6576072.039 -0.004 
@8730 5593352.569 6576071.539 0.003 
@8731 5593352.619 6576071.539 0.003 
@8732 5593352.669 6576071.539 0.004 
@8733 5593352.719 6576071.539 0.003 
@8734 5593352.769 6576071.539 0.002 
@8735 5593352.819 6576071.539 0.002 
@8736 5593352.869 6576071.539 0.003 
@8737 5593352.919 6576071.539 0.002 
@8738 5593352.969 6576071.539 0.000 
@8739 5593353.019 6576071.539 0.001 
@874 5593347.069 6576072.089 -0.004 
@8740 5593353.069 6576071.539 0.001 
@8741 5593353.119 6576071.539 0.000 
@8742 5593353.169 6576071.539 0.000 
@8743 5593353.219 6576071.539 -0.001 
@8744 5593353.269 6576071.539 -0.001 
@8745 5593353.319 6576071.539 -0.001 
@8746 5593353.369 6576071.539 -0.001 
@8747 5593353.419 6576071.539 -0.001 
@8748 5593353.469 6576071.539 0.000 
@8749 5593353.519 6576071.539 0.000 
@875 5593347.069 6576072.139 -0.004 
@8750 5593353.569 6576071.539 -0.001 
@8751 5593353.619 6576071.539 0.000 
@8752 5593353.669 6576071.539 0.000 
@8753 5593353.719 6576071.539 0.001 
@8754 5593353.769 6576071.539 0.002 
@8755 5593353.819 6576071.539 0.001 
@8756 5593353.869 6576071.539 0.001 
@8757 5593353.919 6576071.539 0.001 
@8758 5593353.969 6576071.539 0.001 
@8759 5593354.019 6576071.539 0.002 
@876 5593347.069 6576072.189 -0.004 
@8760 5593354.069 6576071.539 0.002 
@8761 5593354.119 6576071.539 0.002 
@8762 5593354.169 6576071.539 0.002 
@8763 5593354.219 6576071.539 0.002 
@8764 5593354.269 6576071.539 0.003 
@8765 5593354.319 6576071.539 0.003 
@8766 5593354.369 6576071.539 0.003 
@8767 5593354.419 6576071.539 0.004 
@8768 5593354.469 6576071.539 0.004 
@8769 5593354.519 6576071.539 0.004 
@877 5593347.069 6576072.239 -0.004 
@8770 5593354.569 6576071.539 0.004 
@8771 5593354.619 6576071.539 0.005 
@8772 5593354.669 6576071.539 0.006 
@8773 5593354.719 6576071.539 0.005 
@8774 5593354.769 6576071.539 0.005 
@8775 5593354.819 6576071.539 0.006 
@8776 5593354.869 6576071.539 0.006 
@8777 5593354.919 6576071.539 0.005 
@8778 5593354.969 6576071.539 0.004 
@8779 5593355.019 6576071.539 0.005 
